ip,endpoint,requests_per_minute,failed_logins,payload_size,unusual_time,attack
192.168.1.88,/cart,114,13,1136,0,1
192.168.1.16,/profile,22,12,4173,0,1
192.168.1.36,/payment,68,4,3786,1,0
192.168.1.202,/products,27,14,4945,1,1
192.168.1.60,/products,21,7,3579,1,0
192.168.1.96,/login,57,13,1978,1,0
192.168.1.122,/products,14,8,1606,1,0
192.168.1.190,/products,107,11,2447,1,0
192.168.1.58,/profile,2,2,4348,1,0
192.168.1.24,/profile,69,13,2927,0,0
192.168.1.238,/cart,66,1,4142,0,0
192.168.1.68,/profile,92,10,1451,0,1
192.168.1.212,/cart,108,5,4734,0,1
192.168.1.132,/products,98,10,2824,1,1
192.168.1.82,/profile,65,15,4141,1,1
192.168.1.183,/login,10,20,727,0,1
192.168.1.227,/login,102,0,1245,1,1
192.168.1.230,/payment,30,13,531,1,1
192.168.1.192,/profile,7,4,748,1,0
192.168.1.110,/profile,96,9,645,1,1
192.168.1.245,/payment,101,1,4407,1,1
192.168.1.250,/cart,72,7,234,0,0
192.168.1.226,/cart,74,5,1920,1,0
192.168.1.221,/profile,110,1,3988,0,1
192.168.1.61,/cart,27,4,2049,0,0
192.168.1.179,/products,3,16,1873,1,1
192.168.1.21,/payment,114,13,2684,1,1
192.168.1.83,/profile,59,2,961,1,0
192.168.1.73,/payment,70,14,2230,1,1
192.168.1.42,/products,105,14,3438,0,1
192.168.1.114,/profile,89,12,1558,1,1
192.168.1.161,/payment,112,7,1268,1,1
192.168.1.18,/profile,33,0,2236,1,0
192.168.1.14,/products,60,10,3573,1,0
192.168.1.42,/login,32,5,2064,0,0
192.168.1.93,/profile,76,16,4980,0,1
192.168.1.247,/login,58,5,4321,0,0
192.168.1.231,/login,22,20,880,1,1
192.168.1.34,/payment,36,5,3501,1,0
192.168.1.94,/payment,43,19,2027,0,1
192.168.1.241,/products,117,4,2514,0,1
192.168.1.106,/profile,45,12,3529,1,1
192.168.1.12,/profile,98,15,3108,1,1
192.168.1.27,/profile,108,15,411,1,1
192.168.1.9,/login,23,5,3018,1,0
192.168.1.202,/cart,68,5,674,1,0
192.168.1.17,/products,116,4,4426,1,1
192.168.1.175,/login,118,8,1760,0,1
192.168.1.175,/products,83,2,4556,1,1
192.168.1.203,/payment,94,5,4598,1,0
192.168.1.57,/login,11,2,2430,0,0
192.168.1.71,/profile,1,15,4556,0,1
192.168.1.81,/profile,100,1,1017,0,1
192.168.1.139,/login,23,12,1731,0,0
192.168.1.185,/products,77,4,2448,1,0
192.168.1.159,/login,6,3,4402,1,0
192.168.1.178,/products,52,15,4582,1,1
192.168.1.32,/payment,57,17,2582,1,1
192.168.1.72,/login,110,5,3172,1,1
192.168.1.213,/cart,33,0,3208,1,0
192.168.1.120,/cart,71,1,3696,0,0
192.168.1.47,/payment,49,9,433,0,0
192.168.1.155,/payment,57,9,949,0,0
192.168.1.95,/cart,109,13,385,0,1
192.168.1.244,/payment,84,6,4301,0,1
192.168.1.135,/payment,81,4,378,0,0
192.168.1.203,/payment,70,5,4888,0,0
192.168.1.194,/login,87,13,3241,0,1
192.168.1.46,/payment,25,4,4814,1,0
192.168.1.113,/profile,29,6,3846,0,0
192.168.1.234,/cart,99,20,891,1,1
192.168.1.198,/cart,40,12,4063,0,0
192.168.1.114,/products,61,19,3810,0,1
192.168.1.53,/login,98,18,3923,0,1
192.168.1.91,/login,53,19,389,0,1
192.168.1.98,/cart,43,0,2302,0,0
192.168.1.80,/cart,26,18,4746,1,1
192.168.1.12,/profile,47,12,1563,0,0
192.168.1.179,/profile,56,1,4821,0,0
192.168.1.21,/products,114,17,3893,0,1
192.168.1.32,/cart,53,1,779,1,0
192.168.1.178,/products,30,13,3491,1,0
192.168.1.208,/cart,84,1,4934,1,0
192.168.1.161,/cart,78,5,600,1,0
192.168.1.32,/login,2,18,2675,0,1
192.168.1.46,/payment,34,8,2749,1,0
192.168.1.2,/login,71,19,4467,1,1
192.168.1.25,/products,114,1,2130,1,1
192.168.1.187,/payment,3,3,4260,0,0
192.168.1.242,/login,50,15,3996,0,1
192.168.1.57,/products,52,16,2521,0,1
192.168.1.37,/cart,70,4,1096,1,0
192.168.1.47,/payment,76,5,4141,0,0
192.168.1.134,/cart,81,5,4188,0,0
192.168.1.144,/products,83,15,355,1,1
192.168.1.3,/products,23,20,1671,1,1
192.168.1.78,/cart,116,3,200,0,1
192.168.1.217,/login,66,6,3835,1,0
192.168.1.154,/cart,59,14,3181,0,1
192.168.1.169,/login,29,5,1656,0,0
192.168.1.43,/products,5,18,1331,1,1
192.168.1.23,/payment,101,4,3159,1,1
192.168.1.245,/cart,4,7,4151,0,0
192.168.1.152,/login,105,8,305,1,1
192.168.1.249,/profile,22,2,4772,1,0
192.168.1.111,/profile,66,11,1458,0,0
192.168.1.72,/profile,73,5,2245,0,0
192.168.1.174,/cart,10,8,3087,1,0
192.168.1.206,/profile,59,12,2883,0,1
192.168.1.251,/login,93,17,3018,0,1
192.168.1.145,/cart,5,18,2034,0,1
192.168.1.235,/products,88,5,2863,0,0
192.168.1.23,/login,81,9,4125,0,0
192.168.1.137,/cart,36,16,2977,1,1
192.168.1.240,/login,58,2,4720,0,0
192.168.1.55,/login,20,3,953,1,0
192.168.1.61,/cart,57,16,2689,1,1
192.168.1.243,/login,75,18,4197,0,1
192.168.1.132,/cart,51,1,940,0,0
192.168.1.93,/payment,101,10,1313,1,1
192.168.1.253,/profile,110,11,3661,1,1
192.168.1.24,/products,83,14,3793,1,1
192.168.1.92,/products,43,3,3630,0,0
192.168.1.73,/products,5,6,4195,1,0
192.168.1.197,/profile,80,9,1054,0,0
192.168.1.216,/products,30,3,488,0,0
192.168.1.225,/payment,32,10,1627,0,1
192.168.1.162,/login,22,8,1970,1,0
192.168.1.191,/products,112,6,3054,1,1
192.168.1.129,/login,116,5,2550,1,1
192.168.1.64,/payment,67,2,1214,1,0
192.168.1.50,/login,119,16,2861,0,1
192.168.1.204,/products,109,9,1025,0,1
192.168.1.178,/products,65,1,2930,1,0
192.168.1.253,/profile,104,1,392,1,0
192.168.1.104,/login,31,18,3199,1,1
192.168.1.93,/profile,46,9,4406,0,0
192.168.1.249,/payment,77,11,477,1,0
192.168.1.218,/products,42,0,3676,0,0
192.168.1.106,/products,63,8,2990,0,0
192.168.1.183,/cart,22,19,3926,1,1
192.168.1.186,/profile,60,18,3922,0,1
192.168.1.212,/payment,35,7,4269,0,0
192.168.1.165,/login,46,8,2334,1,0
192.168.1.152,/payment,100,6,3790,0,1
192.168.1.148,/products,73,5,2440,1,0
192.168.1.128,/products,38,1,1567,1,0
192.168.1.212,/products,59,16,4278,0,1
192.168.1.174,/payment,57,18,840,0,1
192.168.1.68,/payment,61,6,618,1,0
192.168.1.194,/products,19,6,2727,1,0
192.168.1.186,/payment,79,5,2123,1,1
192.168.1.244,/products,26,19,578,1,1
192.168.1.122,/profile,59,8,297,1,0
192.168.1.207,/profile,65,6,227,0,0
192.168.1.189,/login,7,11,3016,1,0
192.168.1.84,/cart,68,11,4151,1,1
192.168.1.248,/login,25,19,2341,0,1
192.168.1.36,/payment,96,9,540,0,1
192.168.1.52,/products,8,20,2122,0,1
192.168.1.223,/profile,35,13,867,0,0
192.168.1.68,/profile,23,14,4806,1,1
192.168.1.2,/cart,42,15,4638,0,1
192.168.1.167,/cart,11,9,2722,1,0
192.168.1.15,/cart,55,1,4229,1,0
192.168.1.210,/products,59,5,3829,0,0
192.168.1.9,/payment,20,16,1768,1,1
192.168.1.9,/profile,34,6,4236,1,0
192.168.1.227,/products,118,0,4937,1,1
192.168.1.232,/cart,80,19,1004,1,1
192.168.1.187,/cart,116,7,431,1,1
192.168.1.21,/login,3,5,313,0,0
192.168.1.47,/payment,15,5,440,1,0
192.168.1.167,/login,73,16,1206,1,1
192.168.1.93,/profile,116,16,549,0,1
192.168.1.252,/profile,64,14,3952,1,1
192.168.1.240,/login,111,14,4000,0,1
192.168.1.155,/login,15,17,4771,0,1
192.168.1.1,/products,98,10,2150,0,1
192.168.1.221,/cart,37,3,4402,1,0
192.168.1.51,/payment,2,10,4159,0,0
192.168.1.91,/cart,116,6,3862,1,1
192.168.1.221,/login,42,11,3958,0,0
192.168.1.79,/products,119,16,1479,0,1
192.168.1.204,/products,90,20,3116,1,1
192.168.1.225,/payment,106,13,1318,0,1
192.168.1.140,/profile,56,3,1872,1,0
192.168.1.122,/payment,31,7,794,0,0
192.168.1.52,/cart,94,5,4822,0,0
192.168.1.4,/profile,73,9,621,0,0
192.168.1.229,/login,54,8,1265,0,0
192.168.1.171,/products,118,3,2749,1,1
192.168.1.109,/payment,22,16,2899,0,1
192.168.1.107,/cart,57,12,1636,0,0
192.168.1.28,/products,116,11,1605,1,1
192.168.1.253,/login,38,1,3672,0,0
192.168.1.132,/profile,89,0,2505,1,0
192.168.1.237,/login,92,0,2965,0,1
192.168.1.159,/profile,86,3,1031,0,0
192.168.1.243,/payment,43,19,1208,0,1
192.168.1.76,/payment,65,3,3697,0,0
192.168.1.245,/cart,7,16,1216,1,1
192.168.1.57,/payment,35,16,814,0,1
192.168.1.49,/products,21,3,3539,0,0
192.168.1.46,/payment,84,1,995,1,0
192.168.1.78,/login,106,19,1409,1,1
192.168.1.46,/login,55,17,1257,0,1
192.168.1.130,/login,63,13,725,0,1
192.168.1.127,/products,18,13,910,0,1
192.168.1.236,/login,58,10,3863,0,1
192.168.1.138,/products,27,14,552,1,1
192.168.1.117,/products,90,6,2780,0,0
192.168.1.231,/cart,64,7,1739,1,0
192.168.1.223,/login,59,8,4058,1,0
192.168.1.17,/cart,115,19,1334,1,1
192.168.1.227,/login,95,9,1945,1,1
192.168.1.223,/cart,8,18,1805,0,1
192.168.1.27,/payment,80,19,1405,1,1
192.168.1.152,/products,110,14,4640,1,1
192.168.1.163,/payment,53,13,4566,1,0
192.168.1.177,/products,1,6,732,0,0
192.168.1.200,/profile,106,16,247,0,1
192.168.1.164,/cart,35,3,3336,1,0
192.168.1.46,/products,82,3,2934,1,1
192.168.1.43,/payment,82,10,2591,1,0
192.168.1.61,/profile,103,19,3998,1,1
192.168.1.70,/profile,8,14,1388,1,0
192.168.1.138,/cart,108,7,4622,0,1
192.168.1.111,/login,62,20,291,1,1
192.168.1.92,/login,20,19,3096,0,1
192.168.1.121,/cart,73,3,4923,0,0
192.168.1.55,/profile,74,5,874,1,1
192.168.1.224,/cart,85,15,1347,0,1
192.168.1.83,/cart,100,19,2770,0,1
192.168.1.221,/cart,116,19,4806,0,1
192.168.1.33,/payment,48,20,4576,0,1
192.168.1.160,/profile,4,16,3502,0,1
192.168.1.41,/profile,37,17,4548,0,1
192.168.1.85,/login,71,3,2354,1,0
192.168.1.196,/profile,85,1,3792,0,0
192.168.1.52,/payment,32,13,3813,1,0
192.168.1.75,/cart,89,4,4252,0,1
192.168.1.105,/login,82,4,4531,1,0
192.168.1.113,/profile,97,8,4100,0,1
192.168.1.141,/payment,81,9,2878,0,0
192.168.1.121,/cart,43,12,4379,1,0
192.168.1.189,/payment,36,10,1054,0,0
192.168.1.188,/profile,3,11,4584,0,0
192.168.1.12,/payment,100,18,3034,1,1
192.168.1.66,/cart,87,19,737,1,1
192.168.1.167,/products,59,0,2703,0,0
192.168.1.33,/profile,62,18,1975,1,1
192.168.1.141,/profile,61,1,4679,1,0
192.168.1.255,/cart,77,2,4075,0,0
192.168.1.145,/login,82,0,3084,1,1
192.168.1.25,/profile,100,11,521,1,1
192.168.1.112,/payment,41,0,1377,1,0
192.168.1.205,/payment,50,7,2835,1,0
192.168.1.60,/profile,85,0,818,0,1
192.168.1.156,/login,79,0,2338,0,0
192.168.1.115,/login,120,16,1246,1,1
192.168.1.166,/cart,93,0,2090,1,1
192.168.1.113,/cart,6,14,1504,1,1
192.168.1.29,/login,116,14,3547,1,1
192.168.1.35,/payment,102,12,2144,1,0
192.168.1.181,/login,45,19,4567,0,1
192.168.1.188,/profile,11,7,4696,0,0
192.168.1.24,/payment,2,8,2122,1,0
192.168.1.220,/payment,34,3,3656,0,0
192.168.1.188,/profile,47,5,1610,0,0
192.168.1.140,/cart,101,0,3296,0,1
192.168.1.180,/cart,92,6,810,1,1
192.168.1.29,/payment,95,6,381,1,0
192.168.1.51,/profile,69,12,2093,1,0
192.168.1.34,/payment,102,17,767,0,1
192.168.1.228,/payment,78,18,2544,0,1
192.168.1.47,/cart,44,12,3829,0,0
192.168.1.115,/profile,93,4,3440,1,1
192.168.1.103,/payment,63,5,4150,0,0
192.168.1.16,/products,75,18,1580,0,1
192.168.1.225,/products,41,1,869,0,0
192.168.1.20,/login,96,1,2908,0,0
192.168.1.163,/products,40,10,4022,1,0
192.168.1.54,/cart,67,5,4652,0,0
192.168.1.163,/payment,111,12,1525,0,1
192.168.1.122,/payment,76,20,2537,1,1
192.168.1.134,/payment,75,10,2842,0,0
192.168.1.130,/login,110,5,2536,1,1
192.168.1.196,/payment,44,18,3382,0,1
192.168.1.156,/login,50,2,4724,0,0
192.168.1.134,/profile,26,4,3948,0,0
192.168.1.223,/products,1,14,403,1,1
192.168.1.107,/cart,5,15,4331,0,1
192.168.1.3,/cart,98,3,1957,0,1
192.168.1.178,/products,115,17,4636,0,1
192.168.1.251,/login,101,2,1565,0,1
192.168.1.29,/login,46,7,4928,0,0
192.168.1.174,/profile,24,6,2054,1,0
192.168.1.55,/products,58,8,4113,1,0
192.168.1.193,/payment,85,16,3324,0,1
192.168.1.229,/login,39,1,566,1,0
192.168.1.139,/payment,102,6,459,1,1
192.168.1.166,/login,11,1,3361,1,0
192.168.1.6,/cart,18,20,3938,1,1
192.168.1.24,/profile,44,0,1303,0,0
192.168.1.145,/payment,17,20,3260,0,1
192.168.1.148,/profile,67,15,4404,0,1
192.168.1.41,/login,106,0,4319,1,0
192.168.1.203,/payment,3,11,1460,0,0
192.168.1.28,/cart,53,10,4003,1,0
192.168.1.98,/login,96,19,1338,0,1
192.168.1.88,/profile,72,2,2394,1,0
192.168.1.14,/payment,7,1,1906,1,0
192.168.1.114,/cart,25,9,782,0,0
192.168.1.143,/cart,60,11,1327,1,0
192.168.1.146,/login,106,4,671,0,1
192.168.1.62,/payment,58,17,1067,0,1
192.168.1.110,/login,53,10,1531,1,0
192.168.1.1,/login,45,0,4502,1,0
192.168.1.108,/profile,9,2,4914,0,0
192.168.1.147,/products,96,13,4306,0,1
192.168.1.232,/profile,53,1,1052,0,0
192.168.1.37,/login,51,20,4936,1,1
192.168.1.248,/cart,92,8,3109,1,0
192.168.1.45,/profile,31,17,2277,0,1
192.168.1.147,/login,109,17,2083,1,1
192.168.1.99,/profile,115,10,4573,1,1
192.168.1.162,/cart,101,17,3310,0,1
192.168.1.104,/profile,98,3,2363,0,1
192.168.1.59,/profile,33,0,1753,1,0
192.168.1.131,/payment,5,9,1902,1,0
192.168.1.124,/profile,52,8,4581,1,0
192.168.1.196,/cart,47,4,3611,1,0
192.168.1.129,/products,10,9,2808,0,0
192.168.1.128,/cart,29,17,1650,1,1
192.168.1.145,/products,18,14,2506,1,0
192.168.1.76,/cart,60,11,887,0,0
192.168.1.115,/cart,14,12,3388,1,0
192.168.1.250,/cart,101,18,3726,1,1
192.168.1.29,/products,86,6,4210,0,0
192.168.1.228,/profile,86,17,4753,0,1
192.168.1.85,/cart,99,12,4319,1,1
192.168.1.213,/cart,16,10,4563,0,0
192.168.1.57,/products,114,4,4388,1,1
192.168.1.236,/profile,53,11,2076,1,0
192.168.1.94,/cart,63,2,4652,0,0
192.168.1.174,/login,82,2,3105,0,0
192.168.1.225,/cart,45,16,3751,1,1
192.168.1.31,/cart,13,7,1834,1,0
192.168.1.203,/cart,46,15,3468,1,1
192.168.1.177,/login,4,11,4890,1,0
192.168.1.86,/profile,52,12,3151,1,0
192.168.1.81,/cart,63,6,1291,1,0
192.168.1.165,/products,93,2,434,0,0
192.168.1.157,/login,1,17,647,0,1
192.168.1.237,/cart,8,16,4352,0,1
192.168.1.233,/profile,79,16,2667,0,1
192.168.1.236,/cart,99,15,1558,0,1
192.168.1.170,/cart,112,6,1766,1,1
192.168.1.216,/profile,34,3,2106,1,0
192.168.1.80,/cart,91,4,2454,0,0
192.168.1.76,/login,58,10,576,0,0
192.168.1.149,/products,70,12,4863,0,1
192.168.1.23,/profile,73,17,4887,1,1
192.168.1.40,/login,12,12,1546,0,0
192.168.1.147,/products,21,5,2360,0,0
192.168.1.109,/products,32,20,3982,1,1
192.168.1.194,/profile,82,17,922,0,1
192.168.1.202,/login,42,7,3803,1,0
192.168.1.158,/profile,105,12,4169,0,1
192.168.1.185,/cart,8,11,488,0,0
192.168.1.66,/cart,106,1,3117,0,1
192.168.1.161,/cart,84,4,4882,1,1
192.168.1.125,/products,54,10,4880,0,0
192.168.1.187,/payment,13,2,1467,0,0
192.168.1.68,/products,62,17,3120,0,1
192.168.1.118,/cart,27,17,522,0,1
192.168.1.122,/payment,94,2,2296,0,0
192.168.1.54,/products,17,4,552,1,0
192.168.1.221,/products,78,16,3398,0,1
192.168.1.35,/products,52,18,1841,1,1
192.168.1.205,/cart,53,13,275,1,0
192.168.1.37,/payment,101,18,1193,0,1
192.168.1.122,/payment,44,5,3609,0,0
192.168.1.171,/cart,8,0,3790,1,0
192.168.1.242,/products,96,11,3515,0,0
192.168.1.245,/login,59,17,4546,1,1
192.168.1.64,/products,34,10,4941,0,1
192.168.1.163,/login,7,3,3380,1,0
192.168.1.81,/login,101,19,1271,1,1
192.168.1.154,/products,83,1,2892,0,1
192.168.1.148,/login,45,19,3618,1,1
192.168.1.74,/login,61,17,2216,0,1
192.168.1.225,/cart,17,20,3785,1,1
192.168.1.30,/login,72,9,2189,0,0
192.168.1.25,/login,10,13,4697,1,1
192.168.1.173,/login,14,3,1984,1,0
192.168.1.55,/products,65,2,3069,0,0
192.168.1.184,/payment,90,12,2024,1,1
192.168.1.208,/products,79,18,4143,1,1
192.168.1.249,/payment,63,11,3168,1,1
192.168.1.42,/cart,106,0,3723,1,1
192.168.1.230,/products,40,6,761,1,0
192.168.1.138,/login,79,1,3404,0,0
192.168.1.205,/cart,21,6,1804,0,0
192.168.1.205,/profile,37,5,2067,0,0
192.168.1.124,/login,6,0,4737,1,0
192.168.1.43,/cart,115,12,4650,1,1
192.168.1.246,/profile,110,3,295,0,1
192.168.1.40,/cart,107,7,3698,0,1
192.168.1.219,/profile,52,16,847,0,1
192.168.1.149,/login,111,17,3202,1,1
192.168.1.99,/cart,35,5,503,1,0
192.168.1.109,/payment,29,5,472,0,0
192.168.1.44,/payment,39,14,3789,1,1
192.168.1.181,/profile,17,4,4435,0,0
192.168.1.218,/login,11,3,2730,1,0
192.168.1.21,/cart,67,12,839,1,1
192.168.1.28,/payment,31,8,230,1,0
192.168.1.233,/payment,108,6,4595,0,1
192.168.1.45,/login,29,15,4227,0,1
192.168.1.205,/cart,39,11,767,0,1
192.168.1.5,/profile,59,1,3487,0,0
192.168.1.168,/profile,90,6,2969,0,1
192.168.1.81,/products,42,18,4869,1,1
192.168.1.65,/products,89,12,2711,0,1
192.168.1.6,/login,9,7,2737,1,0
192.168.1.238,/login,29,19,1882,0,1
192.168.1.26,/profile,67,12,1084,1,0
192.168.1.28,/payment,111,0,3398,0,1
192.168.1.14,/login,57,9,4217,1,0
192.168.1.225,/login,75,11,1519,1,0
192.168.1.217,/payment,3,11,3908,0,0
192.168.1.252,/login,107,12,4778,1,1
192.168.1.18,/profile,84,1,3024,0,0
192.168.1.111,/products,63,7,864,0,0
192.168.1.249,/products,66,3,1810,1,0
192.168.1.231,/cart,9,7,3129,0,0
192.168.1.157,/products,85,1,4907,1,0
192.168.1.125,/products,36,13,346,1,1
192.168.1.40,/cart,5,14,1309,0,1
192.168.1.235,/payment,65,5,930,1,0
192.168.1.18,/login,86,1,3310,1,1
192.168.1.245,/profile,80,17,245,0,1
192.168.1.93,/cart,22,17,4597,0,1
192.168.1.156,/payment,98,16,2094,0,1
192.168.1.55,/profile,48,7,1715,0,0
192.168.1.54,/cart,116,5,1506,1,1
192.168.1.141,/profile,20,10,3787,0,0
192.168.1.236,/products,92,20,3701,1,1
192.168.1.36,/login,119,7,1960,0,1
192.168.1.177,/cart,69,2,2903,0,0
192.168.1.82,/profile,74,15,3867,1,1
192.168.1.20,/products,98,5,3831,0,1
192.168.1.53,/profile,105,10,3640,1,1
192.168.1.229,/payment,96,19,244,1,1
192.168.1.5,/profile,12,15,4327,1,1
192.168.1.20,/profile,77,12,1566,0,1
192.168.1.104,/products,107,3,1176,0,1
192.168.1.36,/login,30,16,4929,0,1
192.168.1.159,/login,78,12,3991,0,1
192.168.1.194,/products,17,16,922,0,1
192.168.1.108,/login,88,17,1408,1,1
192.168.1.110,/cart,4,6,3717,0,0
192.168.1.108,/payment,36,0,4007,1,0
192.168.1.145,/payment,2,9,761,0,0
192.168.1.115,/login,119,4,2524,0,1
192.168.1.136,/profile,5,18,2335,1,1
192.168.1.104,/cart,20,13,1810,0,0
192.168.1.236,/login,103,18,3106,0,1
192.168.1.234,/products,117,0,235,1,1
192.168.1.215,/payment,2,4,892,0,0
192.168.1.237,/payment,105,9,3096,0,0
192.168.1.206,/payment,11,5,3931,1,0
192.168.1.121,/cart,54,9,247,1,0
192.168.1.150,/payment,64,17,4047,1,1
192.168.1.1,/login,69,9,2204,0,0
192.168.1.207,/profile,82,6,2102,0,0
192.168.1.47,/payment,37,14,296,1,0
192.168.1.115,/cart,24,1,924,0,0
192.168.1.82,/profile,81,1,573,0,1
192.168.1.112,/products,7,15,4236,1,0
192.168.1.254,/payment,37,3,2978,1,0
192.168.1.219,/products,6,19,1085,1,1
192.168.1.43,/login,13,14,4322,1,0
192.168.1.68,/profile,24,3,4150,0,0
192.168.1.252,/cart,103,17,506,0,1
192.168.1.135,/payment,16,9,2543,0,0
192.168.1.41,/profile,67,16,1108,0,1
192.168.1.82,/products,92,7,4690,1,1
192.168.1.248,/products,76,16,4086,1,1
192.168.1.98,/profile,91,5,1044,0,1
192.168.1.34,/profile,96,18,840,1,1
192.168.1.31,/cart,75,8,994,0,0
192.168.1.253,/login,47,8,1563,1,0
192.168.1.102,/login,22,6,1328,0,0
192.168.1.117,/payment,65,6,2596,0,0
192.168.1.252,/login,106,18,1058,0,1
192.168.1.40,/profile,26,12,312,1,1
192.168.1.220,/payment,29,10,978,0,1
192.168.1.145,/profile,120,8,2185,1,1
192.168.1.8,/products,99,14,3411,1,1
192.168.1.193,/login,50,4,2806,0,0
192.168.1.156,/products,30,15,296,0,1
192.168.1.127,/payment,19,6,3230,1,0
192.168.1.138,/login,33,7,4262,0,0
192.168.1.94,/cart,78,11,3122,1,1
192.168.1.39,/login,100,2,4919,1,1
192.168.1.78,/profile,16,20,4363,0,1
192.168.1.230,/products,85,20,377,1,1
192.168.1.39,/products,8,5,1688,0,0
192.168.1.173,/cart,65,20,4852,0,1
192.168.1.165,/cart,63,18,1897,0,1
192.168.1.37,/cart,5,18,4133,1,1
192.168.1.32,/products,98,12,3899,1,1
192.168.1.21,/login,117,19,3622,0,1
192.168.1.239,/payment,109,16,2475,0,1
192.168.1.208,/payment,114,18,741,1,1
192.168.1.212,/products,42,11,4627,1,0
192.168.1.107,/cart,67,20,1205,0,1
192.168.1.142,/login,74,4,1405,1,0
192.168.1.91,/profile,117,14,3190,0,1
192.168.1.212,/products,116,13,4606,0,1
192.168.1.8,/login,2,7,1429,0,0
192.168.1.138,/login,10,2,3372,0,0
192.168.1.148,/profile,50,9,3037,0,0
192.168.1.250,/cart,67,17,4112,0,1
192.168.1.177,/profile,116,0,1404,1,1
192.168.1.74,/products,25,16,4795,0,1
192.168.1.38,/payment,84,13,3470,0,1
192.168.1.78,/login,8,18,1009,0,1
192.168.1.69,/products,47,12,2853,0,1
192.168.1.47,/products,104,16,4330,0,1
192.168.1.139,/payment,115,15,1960,0,1
192.168.1.131,/products,57,8,606,1,0
192.168.1.164,/profile,104,18,312,0,1
192.168.1.159,/profile,103,10,2549,1,1
192.168.1.251,/login,46,10,898,0,1
192.168.1.216,/products,76,18,3355,1,1
192.168.1.228,/products,16,13,4533,1,1
192.168.1.216,/profile,17,9,1513,0,0
192.168.1.41,/cart,64,1,1346,1,0
192.168.1.137,/cart,53,14,3396,0,1
192.168.1.213,/payment,42,1,225,1,0
192.168.1.209,/login,66,1,1167,0,0
192.168.1.181,/login,74,20,755,1,1
192.168.1.81,/login,69,7,309,1,0
192.168.1.151,/payment,119,14,4799,0,1
192.168.1.36,/payment,110,4,4287,0,0
192.168.1.55,/login,24,1,3866,1,0
192.168.1.58,/profile,92,17,2612,1,1
192.168.1.45,/cart,83,2,2821,0,0
192.168.1.194,/profile,106,0,2905,1,1
192.168.1.157,/profile,106,1,4237,0,1
192.168.1.150,/cart,92,19,3124,0,1
192.168.1.251,/payment,71,17,1983,0,1
192.168.1.121,/login,39,2,4194,0,0
192.168.1.161,/profile,89,20,1286,1,1
192.168.1.208,/profile,43,3,2035,0,0
192.168.1.35,/products,51,11,2109,1,0
192.168.1.71,/products,10,8,592,0,0
192.168.1.157,/cart,92,11,1081,1,0
192.168.1.120,/profile,115,9,4777,1,1
192.168.1.39,/cart,111,8,3250,1,1
192.168.1.159,/profile,69,16,2799,0,1
192.168.1.151,/profile,1,20,4801,1,1
192.168.1.80,/cart,11,2,3857,1,0
192.168.1.187,/cart,79,4,3671,1,0
192.168.1.244,/profile,60,11,1388,0,0
192.168.1.221,/login,110,20,2223,1,1
192.168.1.42,/login,119,14,3140,1,1
192.168.1.65,/payment,76,7,3126,0,0
192.168.1.46,/cart,72,7,1834,1,0
192.168.1.11,/products,115,12,3708,1,1
192.168.1.224,/products,41,18,3267,0,1
192.168.1.107,/products,20,16,2889,1,1
192.168.1.194,/login,89,6,3295,0,0
192.168.1.112,/profile,114,10,2152,0,1
192.168.1.73,/products,29,11,3770,0,0
192.168.1.216,/payment,5,3,4070,0,0
192.168.1.30,/payment,90,12,2491,1,1
192.168.1.205,/cart,43,10,853,1,0
192.168.1.98,/cart,61,16,1482,0,1
192.168.1.150,/login,4,2,351,1,0
192.168.1.65,/cart,41,4,4624,0,0
192.168.1.112,/login,37,7,2046,1,0
192.168.1.108,/payment,10,1,2127,1,0
192.168.1.160,/payment,65,7,1293,0,0
192.168.1.57,/login,21,17,3585,0,1
192.168.1.129,/cart,115,19,3499,0,1
192.168.1.227,/profile,65,15,2032,1,1
192.168.1.250,/cart,41,19,609,1,1
192.168.1.154,/login,116,0,4948,0,1
192.168.1.122,/payment,47,19,4431,0,1
192.168.1.249,/payment,26,16,2164,1,1
192.168.1.96,/profile,52,16,3015,0,1
192.168.1.178,/cart,51,8,3646,0,0
192.168.1.236,/cart,30,12,1331,1,1
192.168.1.194,/cart,32,15,1788,0,1
192.168.1.36,/payment,73,15,480,0,1
192.168.1.67,/payment,108,2,3610,0,1
192.168.1.42,/profile,105,1,1984,1,1
192.168.1.220,/cart,38,20,3266,1,1
192.168.1.46,/products,29,18,4364,0,1
192.168.1.14,/payment,46,16,1967,0,1
192.168.1.163,/login,35,19,3975,1,1
192.168.1.169,/login,81,11,3282,0,0
192.168.1.168,/payment,33,3,2123,1,0
192.168.1.221,/cart,92,3,4935,0,0
192.168.1.177,/login,30,0,4452,0,0
192.168.1.47,/products,6,11,2688,1,1
192.168.1.186,/payment,92,12,1447,0,1
192.168.1.91,/products,113,3,936,1,1
192.168.1.60,/login,95,0,2457,0,0
192.168.1.250,/payment,43,18,1487,0,1
192.168.1.109,/login,90,2,2292,0,1
192.168.1.152,/profile,25,14,4330,1,1
192.168.1.7,/products,94,8,2517,1,1
192.168.1.93,/products,62,11,2525,0,0
192.168.1.130,/cart,93,19,681,1,1
192.168.1.189,/cart,104,19,984,1,1
192.168.1.204,/profile,36,0,4384,0,0
